song,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Most_Common_Melodic_Interval,Number_of_Common_Melodic_Intervals,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Direction_of_Melodic_Motion,Most_Common_Vertical_Interval,Second_Most_Common_Vertical_Interval,Distance_Between_Two_Most_Common_Vertical_Intervals,Prevalence_of_Second_Most_Common_Vertical_Interval,Vertical_Unisons,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Standard_Triads,Diminished_and_Augmented_Triads,Dominant_Seventh_Chords,Non-Standard_Chords,Complex_Chords,Minor_Major_Triad_Ratio,Total_Number_of_Notes,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Skewness,Median_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Offset,Median_Partial_Rest_Duration,Variability_of_Partial_Rest_Durations,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Note_Density,Note_Density_Variability,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Similar_Motion,Contrary_Motion,Parallel_Fifths,Dynamic_Range,Average_Note_to_Note_Change_in_Dynamics,pcm_intensity_sma_min,pcm_intensity_sma_minPos,pcm_loudness_sma_range,pcm_loudness_sma_maxPos,pcm_loudness_sma_linregc1,pcm_loudness_sma_skewness,pcm_zcr_sma_min,pcm_zcr_sma_maxPos,pcm_zcr_sma_minPos,pcm_zcr_sma_linregc1,pcm_zcr_sma_stddev,pcm_zcr_sma_skewness,F0_sma_maxPos,F0_sma_linregerrQ,F0env_sma_max,F0env_sma_min,F0env_sma_maxPos,F0env_sma_linregc1,F0env_sma_linregerrQ,F0env_sma_skewness,F0env_sma_kurtosis,F0env_sma_quartile3,BPM
Q1_UYh88SRZC24_1,80.0,0.2757,0.2196,0.5047,3.0,3.0,12.0,1.0,0.2738,0.4274,0.01847,0.005277,0.0,0.06069,0.07652,0.01055,0.2216,0.3984,0.7391,0.4651,0.0,7.0,7.0,0.1587,0.0,0.02893,0.2137,0.01801,0.08708,0.1587,0.09634,0.0697,0.1084,0.0,0.03656,0.7524,0.1424,1.733,428.0,0.0,0.2523,0.125,4.0,1.0,0.8557,2.0,1.057,1.0,0.09635,0.1615,0.07321,0.0,41.0,1.244,1.241,14.27,3.457,0.07009,0.0,14.0,41.0,51.0,1.244,0.3127,0.01326,0.001105,58.0,8.944,5.1705692e-11,2994.0,2.5760372,1981.0,-3.5399637e-05,-0.07165702,0.0036111113,961.0,1648.0,-1.2244462e-06,0.010249764,1.0285878,1242.0,30235.012,423.1683,0.0,1243.0,0.012794866,2398.0166,-6.72542,49.466064,382.95502,101.87676239013672
Q2_eGQUZ9FlUJ4_1,70.0,0.2629,0.4022,0.3348,5.0,2.0,12.0,3.0,0.7917,0.4192,0.01096,0.005479,0.0137,0.04932,0.07671,0.01918,0.1315,0.411,1.267,0.5319,0.0,3.0,3.0,0.1469,0.0,0.006706,0.2425,0.01718,0.1061,0.1375,0.1675,0.01509,0.7825,0.07054,7.287e-05,0.1876,0.06525,11.35,445.0,0.01124,0.2719,0.125,12.0,1.0,0.4713,2.0,0.7287,1.0,0.06771,0.1302,0.06864,0.0,58.0,1.318,3.124,11.13,4.541,0.01573,0.0,14.0,58.0,44.0,1.318,0.2463,0.06603,0.0005949,58.0,6.384,5.1431606e-09,1941.0,3.1401072,388.0,-1.6415785e-05,0.41517174,0.005,72.0,955.0,8.52984e-07,0.006087531,0.53428215,1081.0,22823.45,410.89233,0.0,1234.0,0.021095952,3410.1565,-4.6927924,25.068134,376.24203,116.3544921875
Q1_Y5JcZQ0xg4Y_0,31.0,0.03571,0.4643,0.5,5.0,3.0,5.0,3.0,0.75,0.4301,0.04301,0.07527,0.05376,0.04301,0.09677,0.05376,0.05376,0.172,1.0,0.5056,4.0,3.0,1.0,0.1323,0.0,0.09101,0.2699,0.08299,0.07519,0.1309,0.2011,0.07421,0.1109,0.0,0.03314,0.563,0.3969,0.003058,112.0,0.04464,0.08929,0.125,12.0,0.125,1.0,0.0,0.8838,1.0,0.03646,0.7943,0.3222,0.0,63.0,1.5,1.063,5.603,3.463,0.4643,0.0,9.0,63.0,42.0,1.5,0.2027,0.09459,0.0,43.0,7.321,0.0,0.0,2.098667,1485.0,0.00029053807,0.9540314,0.008055556,0.0,1040.0,-0.00018738775,0.2108262,4.1405315,909.0,24003.39,452.40686,0.0,918.0,0.07161515,6574.333,-3.7547302,15.699176,384.75528,125.8669204711914
Q2_JMt4m608s3k_0,43.0,0.5594,0.4406,0.0,2.0,2.0,12.0,1.0,0.2588,0.5543,0.03488,0.0155,0.0,0.08527,0.03876,0.01938,0.3295,0.2984,1.125,0.4739,0.0,7.0,7.0,0.2077,0.0,0.00861,0.1807,0.0,0.1389,0.2077,0.05777,0.03777,0.09057,0.0,0.0,0.5103,0.2267,2.26,286.0,0.02797,0.1993,0.125,12.0,0.25,0.7808,1.0,0.7836,1.0,0.05729,0.2917,0.1821,0.0,45.0,1.244,1.023,7.507,3.627,0.1434,0.0,12.0,45.0,56.0,1.244,0.3253,0.02595,0.001996,61.0,10.78,2.5556528e-09,370.0,1.772308,3096.0,4.4799956e-05,0.5135328,0.0052777776,2380.0,219.0,3.379511e-06,0.010025374,0.6105827,1046.0,27711.393,453.5588,0.0,1049.0,0.00017098419,473.768,-4.824628,73.40784,390.87396,110.76853942871094
Q4_kMHiU0fhWVw_3,41.0,0.1648,0.4945,0.3407,4.0,2.0,4.0,3.0,0.9565,0.5294,0.0,0.0,0.0,0.02941,0.06471,0.01765,0.1294,0.4412,0.7391,0.5294,0.0,3.0,3.0,0.1441,0.0,0.02385,0.2772,0.01689,0.123,0.1111,0.1644,0.05422,0.4778,0.0,0.04216,0.2093,0.1047,0.666,182.0,0.04396,0.3187,0.125,12.0,1.0,0.3086,1.0,1.131,1.0,0.1198,0.0,0.0,0.0,43.0,1.233,1.372,4.971,3.324,0.02198,0.0,10.0,43.0,53.0,1.233,0.3168,0.02672,0.0,53.0,9.39,9.055723e-10,1586.0,2.7436965,742.0,-0.00014720725,0.60641026,0.0058333334,2889.0,591.0,2.9695077e-06,0.0060393345,0.7657422,2778.0,16038.28,428.33798,31.25,2783.0,0.0028835866,162.12589,-12.291215,274.5815,375.27405,103.95159912109376
Q3_nBIls0laAAU_2,45.0,0.2751,0.5158,0.2092,4.0,3.0,12.0,1.0,0.7,0.4051,0.02215,0.0,0.003165,0.06013,0.06646,0.04114,0.1266,0.4842,0.6,0.5372,7.0,0.0,7.0,0.1648,0.0,0.02711,0.1621,0.01035,0.1392,0.1658,0.1397,0.0885,0.1826,0.0,0.0,0.652,0.3712,1.793,349.0,0.04298,0.341,0.125,12.0,1.0,0.5035,1.0,0.967,1.0,0.1745,0.7734,0.0,4.0,43.0,1.163,1.472,8.727,2.38,0.01146,4.0,7.0,43.0,50.0,1.163,0.2441,0.03295,0.003362,60.0,11.81,2.0522462e-09,830.0,2.6784434,1725.0,0.00012752521,0.38856947,0.0069444445,1849.0,1003.0,-1.4084395e-07,0.0041178856,0.5439811,921.0,29972.348,414.5845,0.0,922.0,0.00042551017,269.54535,-14.071133,294.79135,375.37897,100.03359985351562
Q4_TOXg4-ZGb-g_0,58.0,0.1212,0.7091,0.1697,6.0,2.0,12.0,2.0,0.9,0.4214,0.01258,0.0,0.03145,0.06289,0.1384,0.01887,0.1258,0.2704,1.167,0.5669,0.0,3.0,3.0,0.1474,0.0,0.01429,0.2652,0.03166,0.1078,0.1257,0.1862,0.02946,0.4249,0.02278,0.09623,0.3034,0.16,0.8381,165.0,0.3152,0.5576,0.125,12.0,3.0,1.0,2.0,1.033,1.0,0.2526,0.2526,0.0,0.0,43.0,1.465,1.341,2.76,1.357,0.03636,0.0,14.0,43.0,63.0,1.465,0.3075,0.02876,0.006637,60.0,12.24,0.0,0.0,2.3900702,4700.0,1.8061088e-05,0.76714724,0.0058333334,0.0,3090.0,-3.4246776e-07,0.0074030557,21.81505,1899.0,17060.232,421.4672,35.714287,1900.0,0.0005345556,156.99597,-9.752192,201.23053,375.02817,128.7824249267578
Q4_HQ8ISDX6PiI_1,36.0,0.2473,0.7473,0.005495,7.0,2.0,3.0,4.0,1.0,0.5257,0.01143,0.03429,0.01143,0.1143,0.1143,0.04,0.06857,0.2171,1.25,0.5607,0.0,3.0,3.0,0.1466,0.0,0.02617,0.268,0.02141,0.0851,0.1452,0.1468,0.07592,0.2918,0.0001676,0.07661,0.3842,0.1287,0.9113,182.0,0.0,0.511,0.5,4.0,2.0,1.0,1.0,-0.1239,1.0,0.112,0.3073,0.0,0.0,40.0,1.125,1.246,4.551,0.6729,0.0,0.0,20.0,40.0,45.0,1.125,0.3523,0.04027,0.0,67.0,11.3,2.384951e-09,3456.0,2.7458107,3446.0,3.5185956e-05,0.51788676,0.0058333334,878.0,2746.0,9.0996075e-08,0.0038219413,0.00079677894,827.0,21888.424,430.61658,0.0,2156.0,0.0030243383,585.9882,-10.41502,154.8288,377.432,117.48186492919922
Q2_16OaOpfOPZ0_3,47.0,0.4462,0.5299,0.0239,2.0,2.0,3.0,3.0,1.0,0.5286,0.02643,0.03965,0.008811,0.06608,0.0793,0.07489,0.09251,0.3172,1.0,0.4661,3.0,4.0,1.0,0.1055,0.0,0.0884,0.246,0.0658,0.08781,0.08512,0.1269,0.1063,0.03965,0.01021,0.0,0.8489,0.5608,1.155,251.0,0.05578,0.2709,0.125,12.0,0.5,0.5909,3.0,1.298,1.0,0.1094,0.2708,0.1808,0.0,42.0,1.405,1.095,8.369,4.27,0.1076,0.0,10.0,42.0,59.0,1.405,0.3539,0.00974,0.00487,61.0,6.665,1.7412719e-09,1811.0,2.991118,1636.0,0.00013418276,0.77150863,0.010555555,150.0,2355.0,-3.026077e-06,0.0057549505,0.12667446,910.0,24896.832,440.87827,0.0,911.0,0.0105584,1502.4347,-7.6167855,70.7644,386.60516,143.93601989746094
Q4_Cir1kZyB7QM_0,38.0,0.216,0.6914,0.09259,6.0,2.0,2.0,3.0,0.9444,0.3987,0.01266,0.1076,0.006329,0.08861,0.1203,0.03797,0.1013,0.2722,1.0,0.5,5.0,0.0,5.0,0.1515,0.0,0.03055,0.2258,0.0137,0.1551,0.1241,0.1377,0.05985,0.2084,0.0,0.02824,0.3476,0.06611,0.4056,162.0,0.0679,0.3951,0.125,12.0,2.0,0.74,1.0,0.8996,1.0,0.1771,0.2161,0.0,0.0,40.0,1.25,2.028,2.797,1.371,0.01852,0.0,22.0,40.0,50.0,1.25,0.3349,0.004651,0.004651,52.0,12.94,2.324471e-11,0.0,2.3594337,3189.0,6.293638e-05,0.65436155,0.0033333332,43.0,1682.0,-1.8501396e-07,0.004271168,0.43604076,2534.0,8367.514,431.105,0.0,4757.0,0.0001959361,320.60126,-12.65038,262.6285,380.311,117.19586181640624
Q3_TonQX8XbvX8_0,25.0,0.2933,0.7067,0.0,2.0,3.0,2.0,3.0,0.5882,0.5072,0.02899,0.05797,0.0,0.1014,0.07246,0.07246,0.02899,0.1739,3.333,0.5373,7.0,4.0,3.0,0.1481,0.0,0.01901,0.2667,0.01991,0.1266,0.1644,0.1184,0.08442,0.1215,0.0,0.1002,0.3923,0.3211,0.3492,75.0,0.48,0.5333,0.125,12.0,6.0,0.7778,2.0,0.9509,1.0,0.2682,1.513,0.6316,0.0,49.0,1.089,1.209,1.878,1.078,0.01333,0.0,12.0,49.0,45.0,1.089,0.3333,0.08,0.006667,48.0,12.59,1.5342844e-13,0.0,2.5276113,79.0,-8.298935e-05,0.40828812,0.0066666664,0.0,3663.0,-4.1761677e-06,0.028368535,11.254312,1874.0,21755.63,436.24893,0.0,1888.0,0.006890629,1277.006,-8.704127,86.85854,374.9998,100.9535140991211
Q4_1Qc15G0ZHIg_0,48.0,0.4306,0.4583,0.1111,4.0,2.0,7.0,2.0,0.7368,0.4711,0.04132,0.02479,0.0,0.157,0.08264,0.0,0.1157,0.4463,0.5,0.4655,0.0,7.0,7.0,0.1963,0.0,0.01736,0.2443,0.0,0.111,0.1963,0.1212,0.04576,0.4984,0.0,0.0,0.2755,0.04852,0.00261,144.0,0.04861,0.625,0.5,12.0,1.5,0.7838,2.0,0.6182,1.0,0.1068,1.255,0.4051,3.0,74.0,1.48,1.06,4.908,2.384,0.0,3.0,7.0,74.0,50.0,1.48,0.3282,0.02564,0.0,56.0,9.438,8.438504e-12,2245.0,1.8780029,1589.0,0.00013070507,0.53980666,0.013333335,1527.0,702.0,3.706106e-07,0.003370744,0.56336033,1067.0,30409.352,445.01636,0.0,2250.0,0.03447851,3415.408,-5.0671554,30.07158,375.15857,148.0439910888672
Q3_G4rL_OtfFAU_0,45.0,0.3889,0.5582,0.05291,3.0,2.0,0.0,2.0,0.4286,0.4945,0.2295,0.01913,0.0,0.0765,0.06284,0.02732,0.04645,0.2623,0.5769,0.4858,7.0,5.0,2.0,0.1544,0.0,0.02445,0.1666,0.006358,0.1544,0.1776,0.1073,0.06737,0.02655,0.0,0.0,0.7422,0.3573,0.0,378.0,0.07672,0.1825,0.125,12.0,0.25,0.6803,1.0,0.9783,1.0,0.0599,0.4714,0.0,0.0,45.0,1.133,1.106,9.452,3.062,0.1905,0.0,12.0,45.0,51.0,1.133,0.273,0.0,0.001393,72.0,10.09,0.0,0.0,2.7505217,1587.0,-1.9471532e-05,0.9142482,0.0036111113,0.0,2552.0,-3.1426812e-06,0.039581127,14.797005,2494.0,25812.625,447.4556,0.0,2499.0,0.0060000587,1007.7516,-9.894543,112.46817,376.4381,77.26387023925781
Q2_yrvKReuwVlY_3,67.0,0.3415,0.2404,0.4181,5.0,2.0,12.0,1.0,0.3276,0.439,0.02033,0.00813,0.0,0.07724,0.04065,0.04065,0.2358,0.4106,2.0,0.4855,0.0,7.0,7.0,0.1716,0.0,0.009304,0.1593,0.0,0.1247,0.1716,0.1282,0.1034,0.05459,0.0,0.0,0.7404,0.2495,26.23,287.0,0.01742,0.3659,0.125,12.0,1.0,0.9825,2.0,0.928,1.0,0.1068,0.6146,0.0,0.0,50.0,1.25,1.23,9.627,6.496,0.006969,0.0,16.0,50.0,40.0,1.25,0.3991,0.01718,0.003927,98.0,10.48,9.631187e-09,2377.0,3.3246706,1152.0,-0.00033514271,0.41267115,0.008333334,1059.0,2216.0,-6.5341605e-06,0.010536412,0.6877353,276.0,27717.45,455.3986,0.0,280.0,-0.007242289,539.6682,-5.9863467,96.67202,399.6006,99.68843841552734
Q2_dtS02mrDMsM_0,36.0,0.4305,0.5695,0.0,3.0,2.0,12.0,3.0,0.7826,0.592,0.032,0.048,0.0,0.136,0.064,0.008,0.184,0.256,2.25,0.4959,0.0,7.0,7.0,0.164,0.0,0.01462,0.2724,0.0,0.09406,0.164,0.1348,0.03755,0.4103,0.0,0.0,0.05728,0.001092,10.58,151.0,0.07285,0.3907,0.125,12.0,2.0,0.9184,1.0,0.849,1.0,0.1823,1.216,0.7366,0.0,54.0,1.037,1.029,3.261,1.972,0.01987,0.0,15.0,54.0,56.0,1.037,0.2983,0.08824,0.01681,40.0,7.185,0.0,0.0,3.8747501,3805.0,0.00018844855,0.7268612,0.010277777,0.0,1874.0,-2.0375135e-05,0.11575486,8.109316,2257.0,26844.049,430.3015,0.0,2259.0,0.010308505,2313.0552,-6.5473995,47.53673,375.7786,89.84458923339844
Q4_kMHiU0fhWVw_2,38.0,0.3095,0.4286,0.2619,3.0,2.0,4.0,3.0,0.5172,0.4903,0.0,0.006452,0.0,0.03226,0.05161,0.006452,0.09677,0.4839,0.5172,0.5484,4.0,0.0,4.0,0.1849,0.0,0.0104,0.3412,0.01048,0.07465,0.1554,0.1388,0.04197,0.4834,0.0,0.0,0.1803,0.01505,2.634,168.0,0.0119,0.2083,0.125,8.0,1.0,0.1905,2.0,1.159,1.0,0.1328,0.4661,0.0,0.0,53.0,1.262,1.042,5.602,1.417,0.03571,0.0,11.0,53.0,42.0,1.262,0.3801,0.0543,0.0,45.0,11.05,1.4626473e-08,176.0,2.7159667,1030.0,0.0001148231,0.57116693,0.0052777776,949.0,624.0,1.2350627e-06,0.007093553,0.93496007,1830.0,12076.793,409.12515,31.25,1830.0,0.0014492057,169.59401,-13.398517,286.31195,374.9999,103.17578887939452
Q1_uqRLEByE6pU_0,62.0,0.2463,0.5407,0.2129,4.0,2.0,12.0,3.0,0.8889,0.4819,0.02591,0.007772,0.0,0.1036,0.114,0.03109,0.1166,0.3446,1.12,0.5266,0.0,7.0,7.0,0.1756,0.0,0.01539,0.2074,1.013e-06,0.1386,0.1756,0.1389,0.03717,0.3292,0.0,0.0,0.5553,0.09502,0.06365,479.0,0.01253,0.5637,0.125,12.0,0.75,0.485,3.0,1.337,1.0,0.08073,0.1953,0.0,2.0,43.0,1.326,1.134,8.412,3.763,0.002088,2.0,10.0,43.0,57.0,1.326,0.2744,0.01611,0.003525,52.0,8.106,1.2022498e-08,3972.0,2.9807673,4566.0,2.7873726e-05,0.3245548,0.01111111,4247.0,4606.0,-9.691502e-07,0.0058751325,0.23170601,635.0,29762.73,424.0029,0.0,989.0,0.0029599061,1500.5571,-8.208771,78.58824,384.77255,172.26556396484375
Q1_FfwKrQyQ7WU_2,47.0,0.4039,0.399,0.197,3.0,2.0,12.0,3.0,0.6522,0.3506,0.03247,0.01299,0.0,0.07143,0.03896,0.0,0.1494,0.4935,0.75,0.4966,0.0,7.0,7.0,0.2024,0.0,0.001155,0.2471,0.0,0.1191,0.2024,0.09521,0.05937,0.5589,0.0,0.0,0.1982,0.1017,0.08133,203.0,0.03448,0.4828,0.125,8.0,0.75,0.8542,2.0,1.129,1.0,0.09635,1.602,0.0,1.0,51.0,1.471,2.268,6.769,2.624,0.01478,1.0,12.0,51.0,75.0,1.471,0.3724,0.06633,0.005102,47.0,8.335,2.8932463e-09,1561.0,1.9230448,2451.0,-3.0188743e-05,0.4062499,0.0066666664,1530.0,2182.0,7.2119286e-07,0.0063762334,0.30396578,2413.0,25993.352,427.7904,0.0,2413.0,0.0050552897,539.59076,-11.845412,181.60419,377.87415,149.9999542236328
Q2_TcFVq0leii4_2,48.0,0.2715,0.5298,0.1987,2.0,2.0,5.0,3.0,0.9592,0.4557,0.03291,0.007595,0.002532,0.1038,0.03291,0.0557,0.119,0.4051,1.867,0.4686,0.0,5.0,5.0,0.1615,0.0,0.03563,0.1945,0.00421,0.1615,0.1523,0.09624,0.07835,0.1945,0.0,0.0,0.4922,0.04388,0.04379,453.0,0.02428,0.09051,0.125,12.0,0.5,0.1365,2.0,1.016,1.0,0.01823,0.526,0.0,2.0,47.0,1.234,1.281,11.33,5.593,0.004415,2.0,9.0,47.0,58.0,1.234,0.2729,0.02289,0.003521,42.0,9.011,5.0681933e-08,2638.0,3.2011852,472.0,-0.00010873114,0.41062158,0.0025,183.0,516.0,3.0737553e-07,0.004300986,0.2775573,2601.0,24122.553,403.92545,31.25,2610.0,-0.0015420152,185.26689,-9.03133,182.1073,374.99637,116.6854248046875
Q4_fShAWhXIits_0,43.0,0.4274,0.5726,0.0,3.0,2.0,12.0,1.0,0.4815,0.4956,0.04373,0.008746,0.01458,0.06997,0.04082,0.04665,0.1574,0.3528,0.7917,0.4543,0.0,4.0,4.0,0.1615,0.0,0.01865,0.2506,0.02873,0.09952,0.1462,0.0782,0.09852,0.09029,0.003878,0.046,0.5666,0.1359,0.09026,372.0,0.02688,0.3898,0.125,12.0,1.0,0.7304,1.0,1.079,1.0,0.07031,0.9714,0.0,1.0,46.0,1.239,1.904,6.611,2.967,0.01882,1.0,9.0,46.0,57.0,1.239,0.2759,0.02904,0.00484,68.0,10.14,0.0,0.0,3.4194553,2435.0,5.750288e-05,0.5863019,0.010277777,0.0,792.0,-1.02399845e-05,0.092566974,10.268435,2727.0,27224.393,420.5685,0.0,2728.0,0.004958874,1462.25,-8.002154,73.75885,375.01245,111.80683135986328
Q2_jTPXwbDtIpA_2,76.0,0.1248,0.2821,0.5931,2.0,2.0,3.0,2.0,0.7143,0.5333,0.05476,0.01905,0.002381,0.06905,0.05952,0.02857,0.08333,0.3762,1.4,0.4685,3.0,4.0,1.0,0.1265,0.0,0.08478,0.2669,0.05818,0.0943,0.1226,0.1273,0.06423,0.3536,4.007e-05,0.01503,0.4981,0.3819,1470.0,521.0,0.03071,0.09597,0.125,12.0,0.125,1.0,0.0,1.03,1.0,0.05729,0.3229,0.2096,1.0,44.0,1.5,1.599,13.03,5.046,0.2687,1.0,11.0,44.0,66.0,1.5,0.3169,0.0598,0.003699,64.0,9.05,5.112209e-09,232.0,2.7695532,2625.0,5.8672606e-05,0.7221901,0.010555555,3054.0,2524.0,4.191446e-06,0.010633742,1.3835471,1562.0,29028.832,424.22153,0.0,3109.0,0.012707059,1158.6608,-6.561209,58.235733,375.77484,129.56338500976562
Q1_e838BE_MH6s_1,70.0,0.218,0.5403,0.2417,3.0,2.0,12.0,1.0,0.4,0.5333,0.03889,0.01667,0.02222,0.05556,0.06111,0.02778,0.2222,0.3278,0.4667,0.4682,0.0,7.0,7.0,0.1281,0.0,0.04258,0.2241,0.01854,0.1078,0.1281,0.1155,0.07054,0.4472,0.0,0.02002,0.3298,0.1713,1.168,211.0,0.03791,0.5166,0.125,6.0,0.5,0.8,1.0,1.399,1.0,0.09635,0.2266,0.04483,0.0,48.0,1.5,1.161,10.55,5.183,0.01896,0.0,12.0,48.0,72.0,1.5,0.3612,0.02568,0.001605,72.0,10.1,5.650774e-09,607.0,3.2148814,1268.0,-3.453415e-05,0.6896195,0.013333335,1368.0,1653.0,1.0403828e-06,0.008418121,1.094749,316.0,27057.66,430.8358,0.0,682.0,0.17256524,11052.1455,-1.9073247,4.69847,389.43314,140.8752899169922
Q2_CxFXrYgdSSI_1,61.0,0.3816,0.3382,0.2802,3.0,2.0,12.0,1.0,0.3971,0.4385,0.02821,0.01282,0.0,0.06923,0.06667,0.03846,0.1744,0.4538,2.0,0.5435,7.0,0.0,7.0,0.1577,0.0,0.03995,0.1906,0.01884,0.1092,0.161,0.1271,0.09159,0.1053,0.0,0.0,0.7977,0.3744,1.004,414.0,0.1159,0.401,0.125,12.0,2.0,0.8361,1.0,0.9576,1.0,0.1198,0.1302,0.0,0.0,43.0,1.163,1.12,8.282,2.714,0.03865,0.0,12.0,43.0,50.0,1.163,0.2812,0.01111,0.003334,65.0,11.86,2.9876478e-08,165.0,3.7339342,2641.0,0.00012513006,0.42213637,0.0030555557,610.0,54.0,1.1919155e-06,0.0061561754,0.9887656,3103.0,27862.56,421.80322,31.25,3104.0,0.0012020946,165.62326,-11.523784,225.8965,375.92795,147.66934204101562
Q1_2Z9SjI131jA_4,48.0,0.2374,0.5662,0.1963,6.0,2.0,7.0,2.0,0.8261,0.3606,0.02885,0.02404,0.009615,0.1106,0.1394,0.04327,0.06731,0.4135,6.0,0.6089,7.0,3.0,4.0,0.1326,0.0,0.02505,0.19,0.01612,0.09972,0.168,0.1814,0.1174,0.2147,0.001234,0.006502,0.4893,0.186,0.3337,219.0,0.0,0.2237,0.125,4.0,2.0,0.8116,2.0,0.06001,1.0,0.04427,0.1042,0.0,0.0,41.0,1.22,1.351,5.476,1.067,0.02283,0.0,15.0,41.0,50.0,1.22,0.2523,0.05405,0.004505,47.0,11.59,1.0521308e-08,1392.0,3.2529187,3605.0,1.949707e-05,0.707863,0.012222223,187.0,2722.0,9.042756e-07,0.0049424446,0.9852779,2439.0,25060.41,433.00082,0.0,2440.0,0.010603615,2753.277,-6.36351,43.35241,376.33752,123.31424713134766
Q4_6kRPHamGDSo_2,48.0,0.1784,0.3622,0.4595,4.0,2.0,2.0,2.0,0.9444,0.2791,0.0,0.0407,0.02326,0.02907,0.01744,0.005814,0.02907,0.564,0.6471,0.5174,3.0,7.0,4.0,0.107,0.0,0.07373,0.2365,0.05843,0.09904,0.107,0.1309,0.1026,0.1051,0.0,0.01687,0.7165,0.4986,0.0,185.0,0.01622,0.2541,0.125,6.0,1.0,0.7895,2.0,0.9017,1.0,0.1094,0.1693,0.0,0.0,43.0,1.256,1.028,9.254,1.262,0.005405,0.0,11.0,43.0,54.0,1.256,0.4235,0.00724,0.02081,67.0,16.15,1.7403443e-09,1177.0,2.2186606,1755.0,0.00026106276,0.95147514,0.012222222,1154.0,772.0,5.1207217e-06,0.013480764,1.3831205,691.0,18212.395,450.4977,0.0,693.0,0.007067862,729.65234,-9.802301,129.82619,382.5149,106.79053497314452
Q4_TOXg4-ZGb-g_1,46.0,0.1739,0.6609,0.1652,2.0,3.0,12.0,5.0,0.8462,0.4352,0.0,0.01852,0.0,0.05556,0.1852,0.01852,0.1204,0.3148,0.8,0.5648,0.0,7.0,7.0,0.1381,0.0,0.02636,0.2318,0.02458,0.1003,0.1381,0.1743,0.06098,0.3957,0.0,0.08211,0.3941,0.1079,0.3097,115.0,0.313,0.5565,0.125,12.0,3.0,0.7273,2.0,0.9865,1.0,0.2005,0.9714,0.0,0.0,42.0,1.19,2.224,2.977,1.483,0.01739,0.0,17.0,42.0,50.0,1.19,0.3211,0.01376,0.004587,58.0,15.73,2.9692568e-09,2130.0,3.0211947,3058.0,8.303628e-05,0.691384,0.0058333334,1717.0,1323.0,3.6200353e-07,0.0053508063,1.4452591,2128.0,20943.861,417.7312,0.0,2129.0,0.008003678,2077.5754,-7.366568,58.116295,375.0006,129.087646484375
Q4_g15aRCHUJEI_0,31.0,0.3404,0.6525,0.007092,3.0,2.0,7.0,3.0,1.0,0.5926,0.02963,0.007407,0.02222,0.1481,0.06667,0.08148,0.1481,0.2593,1.2,0.4885,7.0,5.0,2.0,0.1545,0.0,0.02194,0.2116,0.005831,0.1545,0.1803,0.09447,0.1112,0.09824,0.0,0.0,0.536,0.2218,0.5878,141.0,0.1702,0.4043,0.25,12.0,1.0,0.8,2.0,0.8169,1.0,0.08594,0.1302,0.0,0.0,42.0,1.524,1.834,3.694,1.972,0.0,0.0,17.0,42.0,64.0,1.524,0.2973,0.007722,0.007722,60.0,13.59,0.0,0.0,3.6693504,2753.0,-4.4277226e-06,0.78833926,0.0058333334,0.0,1066.0,-1.1214792e-06,0.0151983965,37.69463,227.0,29501.893,427.33804,0.0,1598.0,-0.0016677316,208.95004,-13.253309,291.9798,375.28174,123.73551177978516
